Accident_Index,Accident_Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_District,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70474,15-08-2021,Saturday,JC_2,T or staggered junction,Slight,51.480287,Daylight,Midlothian,H1,-0.185614,1,3,Metropolitan Police,Dry,R2,30,13:00,Urban,W1,Car
200901BS70475,21-08-2021,Friday,JC_3,Crossroads,Slight,51.517458,Daylight,Falkirk,H1,-0.217,1,2,Metropolitan Police,Dry,R2,30,08:05,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70477,24-08-2021,Monday,JC_1,T or staggered junction,Slight,51.492899,Daylight,Stirling,H1,-0.169699,1,3,Metropolitan Police,Dry,R2,30,14:26,Urban,W1,Car
200901BS70478,23-08-2021,Sunday,JC_2,Not at junction or within 20 metres,Slight,51.507804,Daylight,Clackmannshire,H1,-0.20311,1,2,Metropolitan Police,Dry,R2,30,16:50,Urban,W1,Car
200901BS70479,17-08-2021,Monday,JC_2,T or staggered junction,Slight,51.495031,Daylight,Clackmannanshire,H1,-0.173791,1,1,Metropolitan Police,Dry,R2,30,07:55,Urban,W1,Car
200901BS70480,24-06-2021,Wednesday,JC_3,T or staggered junction,Slight,51.503186,Daylight,Glasgow City,H1,-0.212802,1,2,Metropolitan Police,Dry,R1,30,15:00,Urban,W1,Car
200901BS70481,14-08-2021,Friday,JC_2,Crossroads,Slight,51.5159,Daylight,East Dunbartonshire,H1,-0.209133,1,2,Metropolitan Police,Dry,R2,30,14:07,Urban,W1,Car
200901BS70482,27-08-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.494682,Daylight,East Renfrewshire,H1,-0.186051,1,2,Metropolitan Police,Dry,R2,30,13:35,Urban,W1,Car
200901BS70483,31-08-2021,Monday,JC_2,Crossroads,Serious,51.497467,Daylight,Renfrewshire,H1,-0.203373,2,1,Metropolitan Police,Dry,R2,30,03:40,Urban,W1,Car
200901BS70484,28-08-2021,Friday,JC_1,T or staggered junction,Slight,51.493667,Darkness - lights lit,Inverclyde,H1,-0.184362,1,2,Metropolitan Police,Dry,R4,30,12:37,Urban,W1,Car
200901BS70485,31-08-2021,Monday,JC_3,Crossroads,Serious,51.512976,Daylight,Argyll and Bute,H1,-0.217895,1,1,Metropolitan Police,Dry,R2,30,22:00,Urban,W1,Car
200901BS70486,28-08-2021,Friday,JC_1,Mini-roundabout,Slight,51.492072,Darkness - lights lit,West Dunbartonshire,H1,-0.168579,2,2,Metropolitan Police,Dry,R2,30,14:45,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70488,27-08-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.490437,Daylight,North Lanarkshire,H1,-0.167493,1,2,Metropolitan Police,Dry,R2,30,17:19,Urban,W1,Car
200901BS70489,31-08-2021,Monday,JC_2,Crossroads,Serious,51.483253,Daylight,North Larkshire,H1,-0.185496,1,2,Metropolitan Police,Dry,R1,30,16:40,Urban,W1,Car
200901BS70490,04-09-2021,Friday,JC_2,T or staggered junction,Slight,51.497136,Daylight,South Lanarkshire,H1,-0.158868,1,2,Metropolitan Police,Dry,R2,30,15:55,Urban,W1,Car
200901BS70491,04-09-2021,Friday,JC_1,Crossroads,Slight,51.492941,Daylight,South Larkshire,H1,-0.183959,1,2,Metropolitan Police,Dry,R4,30,16:40,Urban,W1,Car
200901BS70492,02-09-2021,Wednesday,JC_1,Crossroads,Slight,51.526077,Daylight,North Ayrshire,H1,-0.210176,1,1,Metropolitan Police,Wet or damp,R2,30,13:35,Urban,W1,Car
200901BS70493,03-09-2021,Thursday,JC_1,Mini-roundabout,Slight,51.48046,Daylight,East Ayrshire,H1,-0.185175,1,2,Metropolitan Police,Dry,R2,30,18:30,Urban,W1,Car
200901BS70495,04-09-2021,Friday,JC_2,T or staggered junction,Slight,51.492045,Daylight,South Ayrshire,H1,-0.178376,1,2,Metropolitan Police,Dry,R2,30,09:05,Urban,W1,Car
200901BS70496,02-09-2021,Wednesday,JC_1,T or staggered junction,Slight,51.489214,Daylight,Dumfries and Galloway,H1,-0.164084,1,1,Metropolitan Police,Wet or damp,R2,30,18:00,Urban,W3,Car
200901BS70498,06-09-2021,Sunday,JC_1,T or staggered junction,Slight,51.496264,Daylight,,H1,-0.195352,1,2,Metropolitan Police,Dry,R2,30,15:49,Urban,W1,Car
200901BS70499,08-09-2021,Tuesday,JC_1,T or staggered junction,Slight,51.491724,Daylight,,H1,-0.192506,1,2,Metropolitan Police,Dry,R1,30,12:02,Urban,W1,Car
200901BS70500,06-09-2021,Sunday,JC_1,T or staggered junction,Slight,51.522177,Daylight,,H1,-0.208022,1,1,Metropolitan Police,Dry,R2,30,00:10,Urban,W3,Car
200901BS70501,03-09-2021,Thursday,JC_3,T or staggered junction,Slight,51.48542,Darkness - lights lit,,H1,-0.151562,1,1,Metropolitan Police,Dry,R2,30,17:50,Urban,W1,Car
200901BS70503,08-09-2021,Tuesday,JC_1,Crossroads,Slight,51.482547,Daylight,,H1,-0.186388,1,1,Metropolitan Police,Dry,R2,30,17:30,Urban,W1,Car
200901BS70504,09-09-2021,Wednesday,JC_3,Not at junction or within 20 metres,Slight,51.509131,Daylight,,H1,-0.195853,1,2,Metropolitan Police,Dry,R3,30,12:30,Urban,W1,Car
200901BS70505,14-09-2021,Monday,JC_3,T or staggered junction,Slight,51.497595,Daylight,,H1,-0.165188,1,1,Metropolitan Police,Dry,R2,30,06:35,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70506,14-09-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.500994,Daylight,,H1,-0.193004,1,2,Metropolitan Police,Dry,R2,30,11:59,Urban,W1,Car
200901BS70507,12-09-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.512434,Daylight,,H1,-0.217772,1,2,Metropolitan Police,Dry,R2,30,10:40,Urban,W1,Car
200901BS70508,09-09-2021,Wednesday,JC_3,Not at junction or within 20 metres,Slight,51.488318,Daylight,,H1,-0.193217,2,2,Metropolitan Police,Dry,R2,30,15:41,Urban,W1,Car
200901BS70509,01-09-2021,Tuesday,JC_1,T or staggered junction,Serious,51.501513,Daylight,,H1,-0.191687,1,1,Metropolitan Police,Dry,R2,30,12:40,Urban,W1,Car
200901BS70511,14-09-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.487763,Daylight,,H1,-0.16904,1,2,Metropolitan Police,Dry,R2,30,15:15,Urban,W1,Car
200901BS70512,14-09-2021,Monday,JC_3,T or staggered junction,Slight,51.524083,Daylight,,H1,-0.215011,1,2,Metropolitan Police,Dry,R2,30,12:30,Urban,W1,Car
200901BS70513,17-09-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.49806,Daylight,,H1,-0.166178,1,1,Metropolitan Police,Dry,R2,30,13:20,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70514,19-09-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.485825,Daylight,,H1,-0.188995,1,1,Metropolitan Police,Dry,R1,30,17:30,Urban,W1,Car
200901BS70515,19-09-2021,Saturday,JC_1,T or staggered junction,Slight,51.521033,Daylight,,H1,-0.209653,1,2,Metropolitan Police,Dry,R2,30,20:25,Urban,W1,Car
200901BS70517,19-09-2021,Saturday,JC_2,T or staggered junction,Slight,51.495658,Darkness - lights lit,,H1,-0.173622,2,3,Metropolitan Police,Dry,R3,30,01:15,Urban,W1,Car
200901BS70518,10-09-2021,Thursday,JC_1,T or staggered junction,Slight,51.506097,Darkness - lights lit,,H1,-0.209086,1,2,Metropolitan Police,Dry,R2,30,16:50,Urban,W1,Car
200901BS70519,17-09-2021,Thursday,JC_2,Crossroads,Slight,51.492657,Daylight,,H1,-0.200537,1,2,Metropolitan Police,Dry,R1,30,06:40,Urban,W1,Car
200901BS70520,08-09-2021,Tuesday,JC_2,T or staggered junction,Slight,51.481989,Daylight,,H1,-0.173592,1,2,Metropolitan Police,Dry,R2,30,08:45,Urban,W1,Motorcycle over 500cc
200901BS70521,22-09-2021,Tuesday,JC_1,More than 4 arms (not roundabout),Slight,51.517926,Daylight,,H1,-0.20055,1,1,Metropolitan Police,Dry,R2,30,16:59,Urban,W1,Car
200901BS70522,21-09-2021,Monday,JC_1,Crossroads,Slight,51.498588,Daylight,,H1,-0.200303,1,1,Metropolitan Police,Dry,R2,30,16:02,Urban,W1,Motorcycle over 500cc
200901BS70524,22-09-2021,Tuesday,JC_1,T or staggered junction,Slight,51.501365,Daylight,,H1,-0.19371,1,2,Metropolitan Police,Dry,R3,30,16:49,Urban,W1,Car
200901BS70525,15-09-2021,Tuesday,JC_2,T or staggered junction,Slight,51.516658,Daylight,,H1,-0.205789,2,1,Metropolitan Police,Wet or damp,R2,30,17:05,Urban,W1,Motorcycle over 500cc
200901BS70526,22-09-2021,Tuesday,JC_1,Crossroads,Slight,51.505257,Daylight,,H1,-0.213009,1,1,Metropolitan Police,Dry,R2,30,18:45,Urban,W1,Car
200901BS70529,22-09-2021,Tuesday,JC_3,Crossroads,Serious,51.48541,Daylight,,H1,-0.173888,1,1,Metropolitan Police,Dry,R2,30,13:50,Urban,W1,Car
200901BS70532,16-09-2021,Wednesday,JC_1,T or staggered junction,Slight,51.498743,Daylight,,H1,-0.210382,1,2,Metropolitan Police,Dry,R2,30,18:00,Urban,W3,Car
200901BS70533,25-09-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.523521,Daylight,,H1,-0.213591,1,1,Metropolitan Police,Dry,R2,30,14:27,Urban,W1,Motorcycle over 500cc
200901BS70534,27-09-2021,Sunday,JC_3,T or staggered junction,Slight,51.511353,Daylight,,H1,-0.205853,1,2,Metropolitan Police,Dry,R2,30,23:30,Urban,W1,Car
200901BS70535,25-09-2021,Friday,JC_1,T or staggered junction,Slight,51.495804,Darkness - lights lit,,H1,-0.171455,1,2,Metropolitan Police,Dry,R2,30,16:20,Urban,W1,Car
200901BS70536,21-09-2021,Monday,JC_1,Not at junction or within 20 metres,Slight,51.519505,Daylight,,H1,-0.221532,1,2,Metropolitan Police,Dry,R2,30,14:45,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70537,23-09-2021,Wednesday,JC_1,T or staggered junction,Slight,51.497714,Daylight,,H1,-0.167057,1,2,Metropolitan Police,Dry,R2,30,15:20,Urban,W1,Car
200901BS70538,23-09-2021,Wednesday,JC_3,Crossroads,Slight,51.501827,Daylight,,H1,-0.159831,1,2,Metropolitan Police,Wet or damp,R2,30,19:55,Urban,W1,Car
200901BS70539,23-09-2021,Wednesday,JC_3,T or staggered junction,Serious,51.479735,Darkness - lights lit,,H1,-0.179011,1,2,Metropolitan Police,Wet or damp,R2,30,21:05,Urban,W1,Car
200901BS70540,16-09-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.492856,Darkness - lights lit,,H1,-0.195919,1,1,Metropolitan Police,Dry,R2,30,17:25,Urban,W1,Taxi/Private hire car
200901BS70541,28-09-2021,Monday,JC_2,Not at junction or within 20 metres,Slight,51.501863,Daylight,,H1,-0.185189,1,1,Metropolitan Police,Dry,R2,30,08:05,Urban,W3,Car
200901BS70542,25-09-2021,Friday,JC_1,Crossroads,Slight,51.48299,Daylight,,H1,-0.185939,1,2,Metropolitan Police,Dry,R2,30,16:40,Urban,W1,Car
200901BS70543,23-09-2021,Wednesday,JC_1,T or staggered junction,Slight,51.488425,Daylight,,H1,-0.176936,1,2,Metropolitan Police,Wet or damp,R2,30,20:59,Urban,W1,Car
200901BS70544,15-09-2021,Tuesday,JC_3,T or staggered junction,Slight,51.501398,Darkness - lights lit,,H1,-0.161145,1,2,Metropolitan Police,Dry,R2,30,19:05,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70545,26-09-2021,Saturday,JC_1,Crossroads,Slight,51.519107,Darkness - lights lit,,H1,-0.218953,1,2,Metropolitan Police,Dry,R2,30,18:08,Urban,W1,Car
200901BS70547,25-09-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.495202,Daylight,,H1,-0.178971,1,2,Metropolitan Police,Dry,R3,30,08:50,Urban,W3,Car
200901BS70548,14-09-2021,Monday,JC_1,T or staggered junction,Slight,51.505849,Daylight,,H1,-0.210536,1,1,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Car
200901BS70550,28-09-2021,Monday,JC_1,Crossroads,Slight,51.522177,Daylight,,H1,-0.208022,1,2,Metropolitan Police,Dry,R2,30,12:00,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70551,10-06-2021,Wednesday,JC_3,T or staggered junction,Slight,51.494633,Daylight,,H1,-0.194552,1,2,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70552,30-09-2021,Wednesday,JC_1,Crossroads,Slight,51.515102,Daylight,,H1,-0.221704,3,1,Metropolitan Police,Dry,R4,30,19:25,Urban,W1,Car
200901BS70553,02-10-2021,Friday,JC_3,Not at junction or within 20 metres,Serious,51.515887,Darkness - lights lit,,H1,-0.214179,1,2,Metropolitan Police,Dry,R2,30,21:15,Urban,W1,Car
200901BS70554,02-10-2021,Friday,JC_1,Roundabout,Serious,51.494069,Darkness - lights lit,,H1,-0.158271,1,2,Metropolitan Police,Dry,R2,30,18:10,Urban,W1,Motorcycle over 500cc
200901BS70555,30-09-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.496577,Daylight,,H1,-0.192314,1,2,Metropolitan Police,Dry,R2,30,18:50,Urban,W1,Other vehicle
200901BS70556,01-10-2021,Thursday,JC_1,T or staggered junction,Slight,51.490998,Darkness - lights lit,,H1,-0.163149,1,2,Metropolitan Police,Dry,R2,30,00:30,Urban,W1,Car
200901BS70557,30-09-2021,Wednesday,JC_3,T or staggered junction,Slight,51.488785,Darkness - lights lit,,H1,-0.165398,1,2,Metropolitan Police,Dry,R2,30,16:40,Urban,W1,Car
200901BS70558,02-10-2021,Friday,JC_1,T or staggered junction,Slight,51.493435,Daylight,,H1,-0.158008,1,1,Metropolitan Police,Dry,R2,30,02:47,Urban,W1,Car
200901BS70559,03-10-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.515955,Darkness - lights lit,,H1,-0.212735,1,2,Metropolitan Police,Dry,R2,30,17:22,Urban,W1,Car
200901BS70560,02-10-2021,Friday,JC_1,T or staggered junction,Slight,51.492209,Daylight,,H1,-0.165837,1,2,Metropolitan Police,Dry,R2,30,21:14,Urban,W1,Car
200901BS70561,28-09-2021,Monday,JC_1,Crossroads,Slight,51.493919,Darkness - lights lit,,H1,-0.177437,1,2,Metropolitan Police,Dry,R2,30,08:40,Urban,W1,Car
200901BS70562,22-09-2021,Tuesday,JC_1,T or staggered junction,Slight,51.48046,Daylight,,H1,-0.185175,1,2,Metropolitan Police,Dry,R2,30,16:00,Urban,W1,Car
200901BS70563,22-09-2021,Tuesday,JC_3,T or staggered junction,Serious,51.514245,Daylight,,H1,-0.212657,1,2,Metropolitan Police,Dry,R2,30,11:10,Urban,W1,Car
200901BS70564,06-10-2021,Tuesday,JC_2,T or staggered junction,Slight,51.49566,Daylight,,H1,-0.173766,1,2,Metropolitan Police,Dry,R2,30,17:36,Urban,W1,Car
200901BS70565,06-10-2021,Tuesday,JC_1,Not at junction or within 20 metres,Serious,51.515849,Daylight,,H1,-0.217639,1,2,Metropolitan Police,Dry,R2,30,16:45,Urban,W1,Motorcycle 125cc and under
200901BS70566,29-09-2021,Tuesday,JC_1,T or staggered junction,Slight,51.522078,Daylight,,H1,-0.201539,1,2,Metropolitan Police,Dry,R2,30,10:20,Urban,W1,Motorcycle over 500cc
200901BS70567,12-10-2021,Monday,JC_2,T or staggered junction,Serious,51.493335,Daylight,,H1,-0.168817,1,2,Metropolitan Police,Dry,R2,30,00:16,Urban,W1,Car
200901BS70568,09-10-2021,Friday,JC_3,T or staggered junction,Slight,51.506866,Darkness - lights lit,,H3,-0.206462,1,2,Metropolitan Police,Dry,R2,30,12:23,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70569,09-10-2021,Friday,JC_1,T or staggered junction,Slight,51.49293,Daylight,,H1,-0.165952,1,1,Metropolitan Police,Wet or damp,R2,30,17:00,Urban,W1,Car
200901BS70570,01-10-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.509374,Daylight,,H1,-0.194114,1,1,Metropolitan Police,Dry,R2,30,12:00,Urban,W1,Car
200901BS70571,27-09-2021,Sunday,JC_1,T or staggered junction,Slight,51.484195,Daylight,,H1,-0.159389,1,2,Metropolitan Police,Dry,R2,30,07:15,Urban,W3,Car
200901BS70572,10-10-2021,Saturday,JC_3,Crossroads,Slight,51.485178,Daylight,,H1,-0.187868,1,2,Metropolitan Police,Dry,R2,30,14:20,Urban,W1,Car
200901BS70573,04-10-2021,Sunday,JC_1,T or staggered junction,Serious,51.49105,Daylight,,H1,-0.160698,1,2,Metropolitan Police,Dry,R2,30,10:50,Urban,W1,Car
200901BS70574,01-10-2021,Thursday,JC_3,Not at junction or within 20 metres,Slight,51.518024,Daylight,,H1,-0.206888,1,2,Metropolitan Police,Dry,R2,30,15:50,Urban,W1,Car
200901BS70576,12-10-2021,Monday,JC_1,T or staggered junction,Slight,51.506097,Daylight,,H1,-0.209086,1,1,Metropolitan Police,Dry,R2,30,10:50,Urban,W1,Motorcycle over 500cc
200901BS70577,09-10-2021,Friday,JC_3,Not at junction or within 20 metres,Slight,51.495355,Daylight,,H1,-0.177236,1,2,Metropolitan Police,Dry,R2,30,09:35,Urban,W1,Car
200901BS70578,04-10-2021,Sunday,JC_2,T or staggered junction,Slight,51.495658,Daylight,,H1,-0.173622,2,1,Metropolitan Police,Dry,R3,30,14:50,Urban,W1,Car
200901BS70579,12-10-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.481908,Daylight,,H1,-0.174172,1,2,Metropolitan Police,Dry,R2,30,19:00,Urban,W1,Car
200901BS70580,08-10-2021,Thursday,JC_1,Crossroads,Slight,51.49868,Darkness - lights lit,,H1,-0.165577,1,1,Metropolitan Police,Dry,R2,30,08:45,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70581,12-10-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.494696,Daylight,,H1,-0.192821,1,1,Metropolitan Police,Dry,R2,30,16:40,Urban,W1,Car
200901BS70583,13-10-2021,Tuesday,JC_1,T or staggered junction,Slight,51.498826,Daylight,,H1,-0.19237,1,1,Metropolitan Police,Dry,R2,30,20:59,Urban,W1,Car
200901BS70584,09-10-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.499024,Darkness - lights lit,,H1,-0.164555,1,2,Metropolitan Police,Dry,R2,30,14:50,Urban,W1,Car
200901BS70585,27-09-2021,Sunday,JC_3,T or staggered junction,Slight,51.497372,Daylight,,H1,-0.156697,1,2,Metropolitan Police,Dry,R2,30,13:20,Urban,W1,Car
200901BS70586,13-10-2021,Tuesday,JC_2,T or staggered junction,Slight,51.49806,Daylight,,H1,-0.166178,1,2,Metropolitan Police,Dry,R2,30,14:30,Urban,W1,Car
200901BS70588,13-10-2021,Tuesday,JC_2,Not at junction or within 20 metres,Slight,51.481575,Daylight,,H1,-0.181674,1,1,Metropolitan Police,Dry,R2,30,13:45,Urban,W1,Car
200901BS70589,12-10-2021,Monday,JC_1,T or staggered junction,Slight,51.486213,Daylight,,H1,-0.173423,1,1,Metropolitan Police,Dry,R2,30,21:00,Urban,W1,Car
200901BS70590,15-10-2021,Thursday,JC_1,Crossroads,Slight,51.495501,Darkness - lights lit,,H1,-0.175069,1,2,Metropolitan Police,Dry,R2,30,12:09,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70593,18-10-2021,Sunday,JC_1,T or staggered junction,Slight,51.490991,Daylight,,H1,-0.197433,1,2,Metropolitan Police,Dry,R1,30,13:23,Urban,W1,Car
200901BS70594,17-10-2021,Saturday,JC_3,T or staggered junction,Slight,51.498584,Daylight,,H1,-0.200015,1,2,Metropolitan Police,Dry,R3,30,22:10,Urban,W1,Car
200901BS70595,19-10-2021,Monday,JC_1,T or staggered junction,Slight,51.523977,Darkness - lights lit,,H1,-0.214006,1,2,Metropolitan Police,Dry,R4,30,20:01,Urban,W1,Car
200901BS70596,09-10-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.494682,Darkness - lights lit,,H1,-0.186051,1,2,Metropolitan Police,Dry,R2,30,16:20,Urban,W1,Car
200901BS70597,19-10-2021,Monday,JC_1,Roundabout,Serious,51.492589,Daylight,,H1,-0.178643,1,2,Metropolitan Police,Dry,R3,30,18:40,Urban,W1,Car
200901BS70598,31-08-2021,Monday,JC_3,T or staggered junction,Slight,51.524001,Darkness - lights lit,,H1,-0.215591,1,2,Metropolitan Police,Dry,R2,30,10:00,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70599,20-10-2021,Tuesday,JC_1,T or staggered junction,Slight,51.518348,Daylight,,H1,-0.216388,2,2,Metropolitan Police,Dry,R4,30,00:04,Urban,W1,Car
200901BS70600,20-10-2021,Tuesday,JC_3,Not at junction or within 20 metres,Serious,51.493004,Darkness - lights lit,,H1,-0.176465,1,2,Metropolitan Police,Dry,R2,30,19:27,Urban,W1,Car
200901BS70601,13-10-2021,Tuesday,JC_3,Roundabout,Slight,51.521375,Darkness - lights lit,,H1,-0.202576,1,1,Metropolitan Police,Dry,R3,30,15:00,Urban,W1,Car
200901BS70602,25-09-2021,Friday,JC_3,Not at junction or within 20 metres,Slight,51.495301,Daylight,,H1,-0.191212,1,1,Metropolitan Police,Dry,R1,40,15:45,Urban,W1,Car
200901BS70603,22-10-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.49999,Daylight,,H1,-0.174602,1,2,Metropolitan Police,Dry,R3,30,21:05,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70604,23-10-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.522888,Darkness - lights lit,,H1,-0.213328,1,1,Metropolitan Police,Dry,R2,30,21:00,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70605,24-10-2021,Saturday,JC_2,T or staggered junction,Slight,51.483071,Darkness - lights lit,,H1,-0.185359,3,2,Metropolitan Police,Dry,R1,30,14:15,Urban,W2,Motorcycle over 500cc
200901BS70606,16-10-2021,Friday,JC_1,T or staggered junction,Slight,51.491,Daylight,,H1,-0.163292,1,2,Metropolitan Police,Dry,R2,30,11:50,Urban,W1,Car
200901BS70607,23-10-2021,Friday,JC_1,Crossroads,Slight,51.49105,Daylight,,H1,-0.160698,1,2,Metropolitan Police,Dry,R2,30,09:10,Urban,W1,Car
200901BS70608,21-10-2021,Wednesday,JC_2,T or staggered junction,Slight,51.495658,Daylight,,H1,-0.173622,1,3,Metropolitan Police,Dry,R3,30,20:30,Urban,W1,Motorcycle over 125cc and up to 500cc
200901BS70609,16-10-2021,Friday,JC_1,T or staggered junction,Slight,51.487369,Darkness - lights lit,,H1,-0.195848,1,3,Metropolitan Police,Dry,R2,30,08:25,Urban,W1,Car
200901BS70610,04-10-2021,Sunday,JC_2,Crossroads,Slight,51.507804,Daylight,,H1,-0.20311,1,1,Metropolitan Police,Dry,R3,30,16:30,Urban,W1,Car
200901BS70611,13-10-2021,Tuesday,JC_3,Private drive or entrance,Slight,51.493109,Daylight,,H1,-0.183232,1,2,Metropolitan Police,Dry,R2,30,13:00,Urban,W1,Car
200901BS70613,13-10-2021,Tuesday,JC_2,T or staggered junction,Serious,51.496515,Daylight,,H1,-0.205859,1,2,Metropolitan Police,Dry,R2,30,08:45,Urban,W1,Car
200901BS70614,05-06-2021,Friday,JC_3,Not at junction or within 20 metres,Slight,51.522278,Daylight,,H1,-0.202829,1,2,Metropolitan Police,Dry,R2,30,13:40,Urban,W1,Goods over 3.5t. and under 7.5t
200901BS70615,21-10-2021,Wednesday,JC_1,Crossroads,Slight,51.489313,Daylight,,H1,-0.181942,1,1,Metropolitan Police,Dry,R2,30,08:55,Urban,W1,Car
200901BS70616,26-10-2021,Monday,JC_3,Not at junction or within 20 metres,Slight,51.489858,Daylight,,H1,-0.188115,1,2,Metropolitan Police,Dry,R2,30,20:35,Urban,W1,Car
200901BS70617,28-10-2021,Wednesday,JC_1,T or staggered junction,Serious,51.488958,Darkness - lights lit,,H1,-0.164959,1,2,Metropolitan Police,Dry,R2,30,15:43,Urban,W1,Car
200901BS70618,30-10-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.494593,Daylight,,H1,-0.168767,2,4,Metropolitan Police,Dry,R2,30,13:40,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70619,30-10-2021,Friday,JC_1,T or staggered junction,Slight,51.497106,Daylight,,H1,-0.19748,1,2,Metropolitan Police,Dry,R1,30,08:00,Urban,W1,Car
200901BS70620,01-11-2021,Sunday,JC_2,More than 4 arms (not roundabout),Slight,51.499011,Daylight,,H1,-0.198558,2,1,Metropolitan Police,Dry,R2,30,15:21,Urban,W1,Car
200901BS70621,28-10-2021,Wednesday,JC_1,T or staggered junction,Slight,51.506185,Daylight,,H1,-0.208938,1,2,Metropolitan Police,Dry,R2,30,20:00,Urban,W1,Car
200901BS70622,28-10-2021,Wednesday,JC_1,T or staggered junction,Slight,51.48885,Darkness - lights lit,,H1,-0.175335,1,2,Metropolitan Police,Dry,R2,30,19:00,Urban,W8,Car
200901BS70623,21-10-2021,Wednesday,JC_3,T or staggered junction,Slight,51.503127,Darkness - lights lit,,H1,-0.214822,2,2,Metropolitan Police,Dry,R2,30,08:20,Urban,W1,Car
200901BS70624,28-10-2021,Wednesday,JC_1,T or staggered junction,Serious,51.499355,Daylight,,H1,-0.197535,1,2,Metropolitan Police,Dry,R2,30,13:44,Urban,W1,Car
200901BS70625,20-10-2021,Tuesday,JC_3,Not at junction or within 20 metres,Slight,51.514609,Daylight,,H1,-0.195348,1,2,Metropolitan Police,Dry,R2,30,17:15,Urban,W1,Car
200901BS70626,29-10-2021,Thursday,JC_1,T or staggered junction,Slight,51.522162,Daylight,,H1,-0.212924,1,2,Metropolitan Police,Dry,R2,30,14:55,Urban,W1,Car
200901BS70627,01-11-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.497242,Daylight,,H1,-0.194593,1,2,Metropolitan Police,Dry,R4,30,18:55,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70628,24-10-2021,Saturday,JC_1,T or staggered junction,Slight,51.515838,Darkness - lights lit,,H1,-0.2051,1,2,Metropolitan Police,Wet or damp,R1,30,15:50,Urban,W1,Car
200901BS70629,01-11-2021,Sunday,JC_3,Roundabout,Slight,51.488898,Darkness - lights lit,,H1,-0.190025,1,2,Metropolitan Police,Wet or damp,R1,30,08:30,Urban,W1,Car
200901BS70630,03-11-2021,Tuesday,JC_1,Crossroads,Slight,51.482637,Daylight,,H1,-0.186385,1,2,Metropolitan Police,Wet or damp,R2,30,07:58,Urban,W3,Van / Goods 3.5 tonnes mgw or under
200901BS70631,23-10-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.511036,Daylight,,H1,-0.19693,1,2,Metropolitan Police,Dry,R2,30,11:20,Urban,W3,Goods 7.5 tonnes mgw and over
200901BS70633,04-11-2021,Wednesday,JC_1,T or staggered junction,Slight,51.494521,Daylight,,H1,-0.158397,1,3,Metropolitan Police,Dry,R2,30,08:25,Urban,W3,Motorcycle over 500cc
200901BS70634,02-11-2021,Monday,JC_1,T or staggered junction,Slight,51.503587,Daylight,,H1,-0.192037,1,2,Metropolitan Police,Dry,R2,30,20:53,Urban,W1,Van / Goods 3.5 tonnes mgw or under
